"block_id","direction_id","original_trip_id","route_id","trip_headsign","shape_id","service_id","trip_id","trip_short_name","wheelchair_accessible"
"a_413","1","WAR_413_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815009","WAR_413_V37_M_merged_815439","413","1"
"a_6210","0","NOR_6210_V51_M","NOR","Norristown","004228","M2_merged_815010","NOR_6210_V51_M_merged_815317","6210","1"
"b_8391","1","MED_8391_V37_M","MED","Elwyn","007301","M3_merged_815012","MED_8391_V37_M_merged_816496","8391","1"
"a_1539","1","PAO_1539_V50_M","PAO","Paoli/Thorndale","006501","M2_merged_815010","PAO_1539_V50_M_merged_815572","1539","1"
"b_578","0","","PAO","Center City Philadelphia","501004","M3_merged_815012","PAO_578_V37_M","578","1"
"b_830","0","FOX_830_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_830_V50_M_merged_816304","830","1"
"b_5211","1","WIL_5211_V51_M","WIL","Marcus Hook","007205","M2_merged_815013","WIL_5211_V51_M_merged_816264","5211","1"
"b_1538","0","PAO_1538_V50_M","PAO","Center City Philadelphia","501006","M2_merged_815013","PAO_1538_V50_M_merged_816116","1538","1"
"a_3441","1","WTR_3441_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815008","WTR_3441_V27_M_merged_815754","3441","1"
"b_401","1","AIR_401_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_401_V50_M_merged_816115","401","1"
"a_6211","1","NOR_6211_V52_M","NOR","Center City Philadelphia","228004","M2_merged_815010","NOR_6211_V52_M_merged_815836","6211","1"
"a_807","1","FOX_807_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_807_V50_M_merged_815782","807","1"
"b_224","0","NOR_224_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815011","NOR_224_V26_M_merged_816355","224","1"
"b_405","1","WAR_405_V50_M","WAR","Center City Philadelphia","411007","M2_merged_815013","WAR_405_V50_M_merged_815986","405","1"
"a_5213","1","LAN_5213_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5213_V51_M_merged_815232","5213","1"
"b_6210","0","NOR_6210_V51_M","NOR","Norristown","004228","M2_merged_815013","NOR_6210_V51_M_merged_816189","6210","1"
"a_705","1","TRE_705_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_705_V51_M_merged_815788","705","1"
"b_212","0","WIL_212_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815012","WIL_212_V37_M_merged_816292","212","1"
"a_5205","1","LAN_5205_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5205_V51_M_merged_815051","5205","1"
"a_460","0","WAR_460_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_460_V50_M_merged_815628","460","1"
"a_6873","1","FOX_6873_V27_M","FOX","Center City Philadelphia","815004","M1_merged_815008","FOX_6873_V27_M_merged_815490","6873","1"
"a_5207","1","WIL_5207_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5207_V51_M_merged_815813","5207","1"
"b_3441","1","WTR_3441_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815012","WTR_3441_V37_M_merged_816262","3441","1"
"a_8564","0","LAN_8564_V50_M","LAN","Lansdale","004538","M2_merged_815010","LAN_8564_V50_M_merged_815789","8564","1"
"a_563","1","LAN_563_V37_M","LAN","Center City Philadelphia","538004","M3_merged_815009","LAN_563_V37_M_merged_815090","563","1"
"b_722","0","CHE_722_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815011","CHE_722_V26_M_merged_816584","722","1"
"a_6203","1","NOR_6203_V37_M","NOR","Center City Philadelphia","228004","M3_merged_815009","NOR_6203_V37_M_merged_815036","6203","1"
"b_3537","1","WTR_3537_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815013","WTR_3537_V52_M_merged_816252","3537","1"
"b_464","0","AIR_464_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_464_V37_M_merged_816533","464","1"
"b_8385","1","MED_8385_V25_M","MED","Elwyn","007301","M1_merged_815011","MED_8385_V25_M_merged_816086","8385","1"
"a_2565","1","NOR_2565_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2565_V50_M_merged_815726","2565","1"
"b_461","1","AIR_461_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_461_V25_M_merged_815887","461","1"
"a_428","0","AIR_428_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_428_V50_M_merged_815061","428","1"
"b_522","0","LAN_522_V26_M","LAN","Doylestown","004538","M1_merged_815011","LAN_522_V26_M_merged_816266","522","1"
"a_216","0","WIL_216_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815009","WIL_216_V37_M_merged_815452","216","1"
"b_3557","1","PAO_3557_V52_M","PAO","Thorndale","007501","M2_merged_815013","PAO_3557_V52_M_merged_816281","3557","1"
"b_461","1","AIR_461_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_461_V37_M_merged_816193","461","1"
"b_417","1","WAR_417_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_417_V50_M_merged_816054","417","1"
"b_714","0","CHE_714_V26_M","CHE","Chestnut Hill East","004720","M1_merged_815011","CHE_714_V26_M_merged_816091","714","1"
"b_2309","1","NOR_2309_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815013","NOR_2309_V50_M_merged_816625","2309","1"
"b_515","1","","PAO","Thorndale","007501","M3_merged_815012","PAO_515_V37_M","515","1"
"a_703","1","CHE_703_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_703_V37_M_merged_815129","703","1"
"b_9560","0","PAO_9560_V38_M","PAO","Center City Philadelphia","501007","M2_merged_815013","PAO_9560_V38_M_merged_816151","9560","1"
"b_707","1","CHE_707_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_707_V51_M_merged_816370","707","1"
"a_3457","1","AIR_3457_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_3457_V37_M_merged_815496","3457","1"
"b_4304","0","AIR_4304_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_4304_V37_M_merged_816408","4304","1"
"a_3549","1","PAO_3549_V52_M","PAO","Thorndale","007501","M2_merged_815010","PAO_3549_V52_M_merged_815727","3549","1"
"b_9320","0","MED_9320_V52_M","MED","Center City Philadelphia","301007","M2_merged_815013","MED_9320_V52_M_merged_816400","9320","1"
"b_2522","0","LAN_2522_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2522_V50_M_merged_816562","2522","1"
"a_719","1","CHE_719_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815010","CHE_719_V51_M_merged_815102","719","1"
"b_4328","0","AIR_4328_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_4328_V37_M_merged_816375","4328","1"
"b_539","1","","PAO","Malvern","007505","M3_merged_815012","PAO_539_V37_M","539","1"
"a_3521","1","PAO_3521_V52_M","PAO","Paoli/Thorndale","007505","M2_merged_815010","PAO_3521_V52_M_merged_815165","3521","1"
"a_216","0","NOR_216_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815008","NOR_216_V26_M_merged_815708","216","1"
"b_4328","0","WTR_4328_V37_M","WTR","West Trenton","406327","M3_merged_815012","WTR_4328_V37_M_merged_816555","4328","1"
"a_474","0","WAR_474_V50_M","WAR","Glenside","406411","M2_merged_815010","WAR_474_V50_M_merged_815242","474","1"
"b_719","1","TRE_719_V26_M","TRE","Trenton","007701","M1_merged_815011","TRE_719_V26_M_merged_816505","719","1"
"a_702","0","CHE_702_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815010","CHE_702_V51_M_merged_815098","702","1"
"a_425","1","AIR_425_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_425_V50_M_merged_815139","425","1"
"b_3866","0","FOX_3866_V25_M","FOX","Fox Chase","406815","M1_merged_815011","FOX_3866_V25_M_merged_816541","3866","1"
"a_2510","0","WIL_2510_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815010","WIL_2510_V50_M_merged_815781","2510","1"
"b_1522","0","PAO_1522_V50_M","PAO","Center City Philadelphia","501006","M2_merged_815013","PAO_1522_V50_M_merged_816273","1522","1"
"a_826","0","FOX_826_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_826_V50_M_merged_815228","826","1"
"a_437","1","AIR_437_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_437_V50_M_merged_815431","437","1"
"b_6321","1","WTR_6321_V28_M","WTR","Center City Philadelphia","327004","M2_merged_815013","WTR_6321_V28_M_merged_816337","6321","1"
"a_538","0","LAN_538_V37_M","LAN","Lansdale","004538","M3_merged_815009","LAN_538_V37_M_merged_815348","538","1"
"b_433","1","AIR_433_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_433_V50_M_merged_816331","433","1"
"b_555","1","LAN_555_V25_M","LAN","Center City Philadelphia","538007","M1_merged_815011","LAN_555_V25_M_merged_816631","555","1"
"b_706","0","TRE_706_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815011","TRE_706_V26_M_merged_816641","706","1"
"b_562","0","","PAO","Center City Philadelphia","505004","M1_merged_815011","PAO_562_V26_M","562","1"
"a_8391","1","MED_8391_V25_M","MED","Elwyn","007301","M1_merged_815008","MED_8391_V25_M_merged_815339","8391","1"
"b_3409","1","WTR_3409_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815011","WTR_3409_V27_M_merged_816445","3409","1"
"b_1511","1","PAO_1511_V50_M","PAO","Paoli/Thorndale","006505","M2_merged_815013","PAO_1511_V50_M_merged_816492","1511","1"
"b_531","1","","PAO","Thorndale","007501","M1_merged_815011","PAO_531_V26_M","531","1"
"a_5547","1","","PAO","Center City Philadelphia","522501","M1_merged_815008","PAO_5547_V26_M","5547","1"
"b_9455","1","AIR_9455_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9455_V50_M_merged_816224","9455","1"
"b_1539","1","PAO_1539_V50_M","PAO","Paoli/Thorndale","006501","M2_merged_815013","PAO_1539_V50_M_merged_816444","1539","1"
"b_445","1","WAR_445_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815012","WAR_445_V37_M_merged_816582","445","1"
"b_835","1","FOX_835_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_835_V50_M_merged_816486","835","1"
"b_2325","1","MED_2325_V50_M","MED","Elwyn","007301","M2_merged_815013","MED_2325_V50_M_merged_816478","2325","1"
"a_2303","1","MED_2303_V50_M","MED","Elwyn","007301","M2_merged_815010","MED_2303_V50_M_merged_815550","2303","1"
"a_461","1","AIR_461_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_461_V37_M_merged_815321","461","1"
"a_1530","0","PAO_1530_V50_M","PAO","Center City Philadelphia","501006","M2_merged_815010","PAO_1530_V50_M_merged_815106","1530","1"
"a_2329","1","MED_2329_V50_M","MED","Elwyn","007301","M2_merged_815010","MED_2329_V50_M_merged_815067","2329","1"
"a_409","1","AIR_409_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_409_V50_M_merged_815105","409","1"
"a_5219","1","LAN_5219_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5219_V51_M_merged_815458","5219","1"
"a_5304","0","PAO_5304_V50_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5304_V50_M_merged_815611","5304","1"
"b_570","0","","PAO","Center City Philadelphia","501004","M3_merged_815012","PAO_570_V37_M","570","1"
"b_4344","0","AIR_4344_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_4344_V37_M_merged_816125","4344","1"
"a_434","0","WAR_434_V37_M","WAR","Warminster","406417","M3_merged_815009","WAR_434_V37_M_merged_815523","434","1"
"b_9316","0","MED_9316_V52_M","MED","Center City Philadelphia","301007","M2_merged_815013","MED_9316_V52_M_merged_816412","9316","1"
"a_5320","0","PAO_5320_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5320_V51_M_merged_815468","5320","1"
"a_2323","1","NOR_2323_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2323_V50_M_merged_815807","2323","1"
"a_2327","1","NOR_2327_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2327_V50_M_merged_815346","2327","1"
"b_5227","1","LAN_5227_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5227_V51_M_merged_816546","5227","1"
"a_236","0","WIL_236_V26_M","WIL","Center City Philadelphia","203406","M1_merged_815008","WIL_236_V26_M_merged_815178","236","1"
"a_469","1","AIR_469_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_469_V37_M_merged_815318","469","1"
"a_725","1","TRE_725_V51_M","TRE","Trenton","007701","M2_merged_815010","TRE_725_V51_M_merged_815802","725","1"
"a_441","1","WAR_441_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815010","WAR_441_V50_M_merged_815840","441","1"
"b_818","0","FOX_818_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_818_V50_M_merged_816621","818","1"
"b_730","0","TRE_730_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_730_V51_M_merged_816286","730","1"
"a_8385","1","FOX_8385_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815009","FOX_8385_V37_M_merged_815385","8385","1"
"b_9431","1","AIR_9431_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9431_V50_M_merged_816205","9431","1"
"b_714","0","CHE_714_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815012","CHE_714_V37_M_merged_816459","714","1"
"a_6336","0","WTR_6336_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_6336_V51_M_merged_815270","6336","1"
"b_9211","1","WIL_9211_V51_M","WIL","Wilminton","007203","M2_merged_815013","WIL_9211_V51_M_merged_816082","9211","1"
"b_704","0","CHE_704_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_704_V51_M_merged_816315","704","1"
"b_729","1","CHE_729_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_729_V51_M_merged_816616","729","1"
"a_6897","1","FOX_6897_V37_M","FOX","Center City Philadelphia","815004","M3_merged_815009","FOX_6897_V37_M_merged_815079","6897","1"
"a_726","0","CHE_726_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815010","CHE_726_V51_M_merged_815832","726","1"
"a_730","0","TRE_730_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815009","TRE_730_V37_M_merged_815719","730","1"
"b_523","1","","PAO","Malvern","007505","M1_merged_815011","PAO_523_V25_M","523","1"
"b_9476","0","AIR_9476_V55_M","AIR","Center City Philadelphia","401007","M3_merged_815012","AIR_9476_V55_M_merged_816507","9476","1"
"b_5209","1","LAN_5209_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5209_V51_M_merged_816062","5209","1"
"b_232","0","NOR_232_V37_M","NOR","Norristown - Elm Street","406228","M3_merged_815012","NOR_232_V37_M_merged_816322","232","1"
"b_429","1","AIR_429_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_429_V37_M_merged_816010","429","1"
"a_444","0","AIR_444_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_444_V50_M_merged_815047","444","1"
"a_1531","1","PAO_1531_V50_M","PAO","Paoli/Thorndale","006505","M2_merged_815010","PAO_1531_V50_M_merged_815161","1531","1"
"b_6336","0","WTR_6336_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_6336_V51_M_merged_816142","6336","1"
"a_5231","1","LAN_5231_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815010","LAN_5231_V51_M_merged_815034","5231","1"
"a_4370","0","WTR_4370_V37_M","WTR","West Trenton","406327","M3_merged_815009","WTR_4370_V37_M_merged_815441","4370","1"
"b_4328","0","WTR_4328_V27_M","WTR","West Trenton","406327","M1_merged_815011","WTR_4328_V27_M_merged_815898","4328","1"
"b_2528","0","WIL_2528_V50_M","WIL","Center City Philadelphia","203406","M2_merged_815013","WIL_2528_V50_M_merged_815929","2528","1"
"a_709","1","CHE_709_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815010","CHE_709_V51_M_merged_815302","709","1"
"b_805","1","FOX_805_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_805_V50_M_merged_815920","805","1"
"b_735","1","TRE_735_V37_M","TRE","Trenton","007701","M3_merged_815012","TRE_735_V37_M_merged_816460","735","1"
"b_469","1","AIR_469_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_469_V50_M_merged_816173","469","1"
"b_727","1","TRE_727_V37_M","TRE","Trenton","007701","M3_merged_815012","TRE_727_V37_M_merged_816418","727","1"
"b_429","1","AIR_429_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_429_V25_M_merged_816524","429","1"
"b_426","0","AIR_426_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_426_V37_M_merged_816284","426","1"
"a_6896","0","FOX_6896_V25_M","FOX","Fox Chase","004815","M1_merged_815008","FOX_6896_V25_M_merged_815058","6896","1"
"a_410","0","WAR_410_V25_M","WAR","Warminster","406417","M1_merged_815008","WAR_410_V25_M_merged_815636","410","1"
"b_5320","0","PAO_5320_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5320_V51_M_merged_816340","5320","1"
"b_4352","0","WTR_4352_V37_M","WTR","West Trenton","406327","M3_merged_815012","WTR_4352_V37_M_merged_816221","4352","1"
"a_3541","1","PAO_3541_V52_M","PAO","Malvern","007505","M2_merged_815010","PAO_3541_V52_M_merged_815574","3541","1"
"a_546","0","LAN_546_V26_M","LAN","Lansdale","004538","M1_merged_815008","LAN_546_V26_M_merged_815445","546","1"
"b_468","0","AIR_468_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_468_V25_M_merged_816577","468","1"
"a_4320","0","WTR_4320_V37_M","WTR","West Trenton","406327","M3_merged_815009","WTR_4320_V37_M_merged_815514","4320","1"
"a_3553","1","WTR_3553_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3553_V52_M_merged_815721","3553","1"
"b_3441","1","AIR_3441_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_3441_V37_M_merged_816141","3441","1"
"a_3517","1","PAO_3517_V52_M","PAO","Paoli/Thorndale","007501","M2_merged_815010","PAO_3517_V52_M_merged_815776","3517","1"
"a_5340","0","PAO_5340_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5340_V51_M_merged_815194","5340","1"
"a_5574","0","","PAO","Center City Philadelphia","505522","M3_merged_815009","PAO_5574_V37_M","5574","1"
"a_3505","1","WTR_3505_V50_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3505_V50_M_merged_815718","3505","1"
"a_426","0","AIR_426_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_426_V25_M_merged_815875","426","1"
"b_2329","1","NOR_2329_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815013","NOR_2329_V50_M_merged_816522","2329","1"
"a_5356","0","PAO_5356_V51_M","PAO","Center City Philadelphia","501004","M2_merged_815010","PAO_5356_V51_M_merged_815812","5356","1"
"b_6212","0","NOR_6212_V52_M","NOR","Norristown","004228","M2_merged_815013","NOR_6212_V52_M_merged_816452","6212","1"
"b_9442","0","AIR_9442_V50_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9442_V50_M_merged_816667","9442","1"
"b_228","0","WIL_228_V26_M","WIL","Center City Philadelphia","203406","M1_merged_815011","WIL_228_V26_M_merged_816338","228","1"
"b_735","1","TRE_735_V26_M","TRE","Trenton","007701","M1_merged_815011","TRE_735_V26_M_merged_816561","735","1"
"b_6899","1","FOX_6899_V25_M","FOX","Center City Philadelphia","815004","M1_merged_815011","FOX_6899_V25_M_merged_815958","6899","1"
"b_563","1","LAN_563_V26_M","LAN","Center City Philadelphia","538007","M1_merged_815011","LAN_563_V26_M_merged_816235","563","1"
"b_3541","1","PAO_3541_V52_M","PAO","Malvern","007505","M2_merged_815013","PAO_3541_V52_M_merged_816446","3541","1"
"b_3230","0","MED_3230_V50_M","MED","Center City Philadelphia","301406","M2_merged_815013","MED_3230_V50_M_merged_816463","3230","1"
"a_464","0","AIR_464_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_464_V50_M_merged_815871","464","1"
"a_730","0","TRE_730_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815010","TRE_730_V51_M_merged_815414","730","1"
"a_207","1","NOR_207_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815009","NOR_207_V37_M_merged_815379","207","1"
"a_5227","1","WIL_5227_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5227_V51_M_merged_815399","5227","1"
"b_3417","1","WTR_3417_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815012","WTR_3417_V37_M_merged_816342","3417","1"
"b_4336","0","WTR_4336_V27_M","WTR","West Trenton","406327","M1_merged_815011","WTR_4336_V27_M_merged_816629","4336","1"
"b_721","1","TRE_721_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_721_V51_M_merged_816138","721","1"
"a_458","0","AIR_458_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_458_V25_M_merged_815229","458","1"
"b_5312","0","PAO_5312_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5312_V51_M_merged_816384","5312","1"
"b_3557","1","WTR_3557_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815013","WTR_3557_V52_M_merged_815931","3557","1"
"b_1704","0","TRE_1704_V62_M","TRE","Center City Philadelphia","701007","M1_merged_815011","TRE_1704_V62_M_merged_816042","1704","1"
"a_2309","1","NOR_2309_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2309_V50_M_merged_815753","2309","1"
"b_5203","1","WIL_5203_V51_M","WIL","Wilmington","007203","M2_merged_815013","WIL_5203_V51_M_merged_815911","5203","1"
"b_3862","0","FOX_3862_V37_M","FOX","Fox Chase","406815","M3_merged_815012","FOX_3862_V37_M_merged_816087","3862","1"
"b_212","0","NOR_212_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815011","NOR_212_V26_M_merged_815963","212","1"
"a_723","1","TRE_723_V26_M","TRE","Trenton","007701","M1_merged_815008","TRE_723_V26_M_merged_815539","723","1"
"b_5223","1","WIL_5223_V51_M","WIL","Wilmington","007203","M2_merged_815013","WIL_5223_V51_M_merged_816302","5223","1"
"a_452","0","WAR_452_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_452_V50_M_merged_815621","452","1"
"b_735","1","TRE_735_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_735_V51_M_merged_816739","735","1"
"a_3557","1","PAO_3557_V52_M","PAO","Thorndale","007501","M2_merged_815010","PAO_3557_V52_M_merged_815409","3557","1"
"b_8385","1","FOX_8385_V25_M","FOX","Center City Philadelphia","815007","M1_merged_815011","FOX_8385_V25_M_merged_815996","8385","1"
"b_6425","1","WAR_6425_V50_M","WAR","Center City Philadelphia","417004","M2_merged_815013","WAR_6425_V50_M_merged_816185","6425","1"
"b_3222","0","NOR_3222_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815013","NOR_3222_V50_M_merged_816237","3222","1"
"a_5348","0","PAO_5348_V51_M","PAO","Center City Philadelphia","501004","M2_merged_815010","PAO_5348_V51_M_merged_815460","5348","1"
"a_232","0","NOR_232_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815008","NOR_232_V26_M_merged_815208","232","1"
"b_421","1","AIR_421_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_421_V50_M_merged_816132","421","1"
"a_9471","1","AIR_9471_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9471_V50_M_merged_815541","9471","1"
"b_721","1","CHE_721_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_721_V51_M_merged_816431","721","1"
"b_710","0","CHE_710_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_710_V51_M_merged_816723","710","1"
"a_6594","0","LAN_6594_V51_M","LAN","Lansdale","004538","M2_merged_815010","LAN_6594_V51_M_merged_815772","6594","1"
"b_3441","1","WTR_3441_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815011","WTR_3441_V27_M_merged_816626","3441","1"
"a_4336","0","WTR_4336_V27_M","WTR","West Trenton","406327","M1_merged_815008","WTR_4336_V27_M_merged_815757","4336","1"
"b_531","1","LAN_531_V26_M","LAN","Center City Philadelphia","538007","M1_merged_815011","LAN_531_V26_M_merged_816341","531","1"
"a_3425","1","WTR_3425_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815008","WTR_3425_V27_M_merged_815874","3425","1"
"b_5215","1","LAN_5215_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5215_V51_M_merged_815989","5215","1"
"a_5571","1","","PAO","Center City Philadelphia","522505","M1_merged_815008","PAO_5571_V25_M","5571","1"
"a_5538","0","","PAO","Center City Philadelphia","501522","M1_merged_815008","PAO_5538_V26_M","5538","1"
"a_6212","0","NOR_6212_V52_M","NOR","Norristown","004228","M2_merged_815010","NOR_6212_V52_M_merged_815580","6212","1"
"b_720","0","TRE_720_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_720_V51_M_merged_816447","720","1"
"a_3473","1","WTR_3473_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815009","WTR_3473_V37_M_merged_815554","3473","1"
"a_2526","0","LAN_2526_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2526_V50_M_merged_815360","2526","1"
"b_855","1","FOX_855_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_855_V50_M_merged_816049","855","1"
"b_9467","1","AIR_9467_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9467_V50_M_merged_815980","9467","1"
"a_3228","0","NOR_3228_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815010","NOR_3228_V50_M_merged_815077","3228","1"
"a_5203","1","WIL_5203_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5203_V51_M_merged_815039","5203","1"
"a_433","1","AIR_433_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815010","AIR_433_V50_M_merged_815459","433","1"
"b_232","0","NOR_232_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815011","NOR_232_V26_M_merged_816080","232","1"
"b_8377","1","FOX_8377_V37_M","FOX","Center City Philadelphia","815007","M3_merged_815012","FOX_8377_V37_M_merged_816188","8377","1"
"a_408","0","WAR_408_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_408_V50_M_merged_815358","408","1"
"a_562","0","LAN_562_V26_M","LAN","Lansdale","004538","M1_merged_815008","LAN_562_V26_M_merged_815271","562","1"
"a_6894","0","FOX_6894_V25_M","FOX","Fox Chase","004815","M1_merged_815008","FOX_6894_V25_M_merged_815507","6894","1"
"a_539","1","LAN_539_V25_M","LAN","Center City Philadelphia","538004","M1_merged_815008","LAN_539_V25_M_merged_815492","539","1"
"b_9478","0","AIR_9478_V52_M","AIR","Center City Philadelphia","401007","M2_merged_815013","AIR_9478_V52_M_merged_816074","9478","1"
"b_3561","1","PAO_3561_V52_M","PAO","Malvern","007505","M2_merged_815013","PAO_3561_V52_M_merged_816519","3561","1"
"b_215","1","WIL_215_V27_M","WIL","Wilmington","007203","M1_merged_815011","WIL_215_V27_M_merged_816070","215","1"
"b_2327","1","MED_2327_V50_M","MED","Elwyn","007301","M2_merged_815013","MED_2327_V50_M_merged_816600","2327","1"
