"block_id","direction_id","original_trip_id","route_id","trip_headsign","shape_id","service_id","trip_id","trip_short_name","wheelchair_accessible"
"a_3858","0","MED_3858_V25_M","MED","Center City Philadelphia","301406","M1_merged_815008","MED_3858_V25_M_merged_815658","3858","1"
"b_434","0","AIR_434_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_434_V25_M_merged_816721","434","1"
"a_404","0","AIR_404_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_404_V50_M_merged_815265","404","1"
"b_5352","0","PAO_5352_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5352_V51_M_merged_816717","5352","1"
"b_523","1","LAN_523_V25_M","LAN","Center City Philadelphia","538007","M1_merged_815011","LAN_523_V25_M_merged_816651","523","1"
"a_235","1","NOR_235_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815009","NOR_235_V37_M_merged_815021","235","1"
"a_453","1","AIR_453_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_453_V25_M_merged_815737","453","1"
"a_2528","0","LAN_2528_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2528_V50_M_merged_815545","2528","1"
"a_4304","0","WTR_4304_V27_M","WTR","West Trenton","406327","M1_merged_815008","WTR_4304_V27_M_merged_815334","4304","1"
"a_8377","1","FOX_8377_V25_M","FOX","Center City Philadelphia","815007","M1_merged_815008","FOX_8377_V25_M_merged_815699","8377","1"
"a_9431","1","AIR_9431_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9431_V50_M_merged_815333","9431","1"
"a_5336","0","PAO_5336_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5336_V51_M_merged_815353","5336","1"
"b_5205","1","WIL_5205_V51_M","WIL","Wilmington","007203","M2_merged_815013","WIL_5205_V51_M_merged_815995","5205","1"
"a_546","0","LAN_546_V37_M","LAN","Lansdale","004538","M3_merged_815009","LAN_546_V37_M_merged_815846","546","1"
"b_5213","1","WIL_5213_V51_M","WIL","Wilmington","007203","M2_merged_815013","WIL_5213_V51_M_merged_816428","5213","1"
"a_9318","0","MED_9318_V52_M","MED","Center City Philadelphia","301007","M2_merged_815010","MED_9318_V52_M_merged_815300","9318","1"
"b_9427","1","AIR_9427_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9427_V50_M_merged_816078","9427","1"
"b_839","1","FOX_839_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815013","FOX_839_V50_M_merged_816678","839","1"
"a_855","1","FOX_855_V50_M","FOX","Center City Philadelphia","815004","M2_merged_815010","FOX_855_V50_M_merged_815177","855","1"
"b_426","0","AIR_426_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_426_V25_M_merged_816747","426","1"
"a_3868","0","MED_3868_V37_M","MED","Center City Philadelphia","301406","M3_merged_815009","MED_3868_V37_M_merged_815147","3868","1"
"a_1527","1","PAO_1527_V50_M","PAO","Paoli/Thorndale","006505","M2_merged_815010","PAO_1527_V50_M_merged_815763","1527","1"
"b_223","1","NOR_223_V37_M","NOR","Center City Philadelphia","228007","M3_merged_815012","NOR_223_V37_M_merged_816510","223","1"
"a_3232","0","NOR_3232_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815010","NOR_3232_V50_M_merged_815158","3232","1"
"a_4328","0","AIR_4328_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815009","AIR_4328_V37_M_merged_815503","4328","1"
"a_716","0","CHE_716_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815010","CHE_716_V51_M_merged_815382","716","1"
"a_705","1","CHE_705_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815010","CHE_705_V51_M_merged_815577","705","1"
"b_3505","1","PAO_3505_V50_M","PAO","Malvern","007505","M2_merged_815013","PAO_3505_V50_M_merged_816056","3505","1"
"b_4304","0","WTR_4304_V27_M","WTR","West Trenton","406327","M1_merged_815011","WTR_4304_V27_M_merged_816206","4304","1"
"b_6897","1","FOX_6897_V25_M","FOX","Center City Philadelphia","815004","M1_merged_815011","FOX_6897_V25_M_merged_816501","6897","1"
"b_6220","0","NOR_6220_V52_M","NOR","Norristown","004228","M2_merged_815013","NOR_6220_V52_M_merged_816106","6220","1"
"b_407","1","WAR_407_V37_M","WAR","Center City Philadelphia","417007","M3_merged_815012","WAR_407_V37_M_merged_816186","407","1"
"a_437","1","AIR_437_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_437_V25_M_merged_815406","437","1"
"b_3860","0","MED_3860_V37_M","MED","Center City Philadelphia","301406","M3_merged_815012","MED_3860_V37_M_merged_816196","3860","1"
"a_570","0","LAN_570_V37_M","LAN","Lansdale","004538","M3_merged_815009","LAN_570_V37_M_merged_815579","570","1"
"a_3866","0","FOX_3866_V37_M","FOX","Fox Chase","406815","M3_merged_815009","FOX_3866_V37_M_merged_815618","3866","1"
"a_5229","1","WIL_5229_V51_M","WIL","Wilmington","007203","M2_merged_815010","WIL_5229_V51_M_merged_815419","5229","1"
"a_2518","0","LAN_2518_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2518_V50_M_merged_815163","2518","1"
"b_3858","0","MED_3858_V37_M","MED","Center City Philadelphia","301406","M3_merged_815012","MED_3858_V37_M_merged_816194","3858","1"
"b_434","0","WAR_434_V37_M","WAR","Warminster","406417","M3_merged_815012","WAR_434_V37_M_merged_816395","434","1"
"a_3541","1","WTR_3541_V52_M","WTR","Center City Philadelphia","327007","M2_merged_815010","WTR_3541_V52_M_merged_815152","3541","1"
"b_215","1","WIL_215_V37_M","WIL","Wilmington","007203","M3_merged_815012","WIL_215_V37_M_merged_816543","215","1"
"a_3858","0","FOX_3858_V37_M","FOX","Fox Chase","406815","M3_merged_815009","FOX_3858_V37_M_merged_815725","3858","1"
"a_472","0","WAR_472_V50_M","WAR","Warminster","406417","M2_merged_815010","WAR_472_V50_M_merged_815566","472","1"
"a_232","0","WIL_232_V37_M","WIL","Center City Philadelphia","203406","M3_merged_815009","WIL_232_V37_M_merged_815137","232","1"
"a_407","1","AIR_407_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_407_V37_M_merged_815793","407","1"
"b_3457","1","AIR_3457_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_3457_V37_M_merged_816368","3457","1"
"b_429","1","WAR_429_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815011","WAR_429_V25_M_merged_816581","429","1"
"b_734","0","TRE_734_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815012","TRE_734_V37_M_merged_816534","734","1"
"b_523","1","LAN_523_V37_M","LAN","Center City Philadelphia","538007","M3_merged_815012","LAN_523_V37_M_merged_816047","523","1"
"a_3236","0","NOR_3236_V50_M","NOR","Norristown - Elm Street","406228","M2_merged_815010","NOR_3236_V50_M_merged_815571","3236","1"
"b_2331","1","NOR_2331_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815013","NOR_2331_V50_M_merged_816640","2331","1"
"a_220","0","NOR_220_V26_M","NOR","Norristown - Elm Street","406228","M1_merged_815008","NOR_220_V26_M_merged_815858","220","1"
"a_437","1","AIR_437_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815009","AIR_437_V37_M_merged_815359","437","1"
"b_2506","0","LAN_2506_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2506_V50_M_merged_816197","2506","1"
"a_3862","0","FOX_3862_V25_M","FOX","Fox Chase","406815","M1_merged_815008","FOX_3862_V25_M_merged_815625","3862","1"
"a_5215","1","WIL_5215_V51_M","WIL","Marcus Hook","007205","M2_merged_815010","WIL_5215_V51_M_merged_815220","5215","1"
"b_445","1","AIR_445_V50_M","AIR","Airport Terminal E F","007401","M2_merged_815013","AIR_445_V50_M_merged_816489","445","1"
"b_725","1","CHE_725_V51_M","CHE","Center City Philadelphia","720007","M2_merged_815013","CHE_725_V51_M_merged_816071","725","1"
"a_407","1","WAR_407_V50_M","WAR","Center City Philadelphia","411007","M2_merged_815010","WAR_407_V50_M_merged_815212","407","1"
"a_5546","0","","PAO","Center City Philadelphia","505522","M1_merged_815008","PAO_5546_V26_M","5546","1"
"b_418","0","WAR_418_V25_M","WAR","Warminster","406417","M1_merged_815011","WAR_418_V25_M_merged_816560","418","1"
"b_735","1","CHE_735_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815012","CHE_735_V37_M_merged_816673","735","1"
"b_452","0","AIR_452_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815013","AIR_452_V50_M_merged_815969","452","1"
"b_9314","0","MED_9314_V52_M","MED","Center City Philadelphia","301007","M2_merged_815013","MED_9314_V52_M_merged_816551","9314","1"
"a_3860","0","FOX_3860_V37_M","FOX","Fox Chase","406815","M3_merged_815009","FOX_3860_V37_M_merged_815071","3860","1"
"b_9345","1","MED_9345_V51_M","MED","Media/Elwyn","007301","M2_merged_815013","MED_9345_V51_M_merged_816287","9345","1"
"a_6220","0","NOR_6220_V52_M","NOR","Norristown","004228","M2_merged_815010","NOR_6220_V52_M_merged_815234","6220","1"
"a_4352","0","WTR_4352_V37_M","WTR","West Trenton","406327","M3_merged_815009","WTR_4352_V37_M_merged_815349","4352","1"
"a_5554","0","","PAO","Center City Philadelphia","501522","M3_merged_815009","PAO_5554_V37_M","5554","1"
"b_302","0","MED_302_V50_M","MED","Center City Philadelphia","301406","M2_merged_815013","MED_302_V50_M_merged_816664","302","1"
"a_3433","1","AIR_3433_V27_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_3433_V27_M_merged_815344","3433","1"
"b_515","1","LAN_515_V25_M","LAN","Center City Philadelphia","538007","M1_merged_815011","LAN_515_V25_M_merged_816528","515","1"
"a_6217","1","NOR_6217_V52_M","NOR","Center City Philadelphia","228004","M2_merged_815010","NOR_6217_V52_M_merged_815639","6217","1"
"a_442","0","WAR_442_V25_M","WAR","Warminster","406417","M1_merged_815008","WAR_442_V25_M_merged_815189","442","1"
"b_4344","0","WTR_4344_V37_M","WTR","West Trenton","406327","M3_merged_815012","WTR_4344_V37_M_merged_816367","4344","1"
"b_448","0","WAR_448_V50_M","WAR","Warminster","406417","M2_merged_815013","WAR_448_V50_M_merged_816726","448","1"
"a_437","1","WAR_437_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815008","WAR_437_V25_M_merged_815126","437","1"
"a_412","0","AIR_412_V50_M","AIR","Center City Philadelphia","401406","M2_merged_815010","AIR_412_V50_M_merged_815694","412","1"
"b_3457","1","WTR_3457_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815011","WTR_3457_V27_M_merged_816149","3457","1"
"a_475","1","AIR_475_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815008","AIR_475_V25_M_merged_815685","475","1"
"a_9455","1","AIR_9455_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9455_V50_M_merged_815352","9455","1"
"b_571","1","","PAO","Malvern","007505","M1_merged_815011","PAO_571_V25_M","571","1"
"b_727","1","TRE_727_V51_M","TRE","Trenton","007701","M2_merged_815013","TRE_727_V51_M_merged_816397","727","1"
"b_9463","1","AIR_9463_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9463_V50_M_merged_816363","9463","1"
"a_3210","0","MED_3210_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_3210_V50_M_merged_815336","3210","1"
"b_738","0","CHE_738_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815012","CHE_738_V37_M_merged_816656","738","1"
"a_6332","0","WTR_6332_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_6332_V51_M_merged_815593","6332","1"
"a_4336","0","AIR_4336_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_4336_V27_M_merged_815134","4336","1"
"b_3473","1","WTR_3473_V27_M","WTR","Center City Philadelphia","327007","M1_merged_815011","WTR_3473_V27_M_merged_816637","3473","1"
"b_714","0","TRE_714_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815011","TRE_714_V26_M_merged_816707","714","1"
"a_710","0","CHE_710_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_710_V37_M_merged_815256","710","1"
"a_207","1","WIL_207_V26_M","WIL","Wilmington","007203","M1_merged_815008","WIL_207_V26_M_merged_815715","207","1"
"a_9451","1","AIR_9451_V50_M","AIR","Airport","007401","M2_merged_815010","AIR_9451_V50_M_merged_815386","9451","1"
"b_458","0","WAR_458_V37_M","WAR","Warminster","406417","M3_merged_815012","WAR_458_V37_M_merged_816336","458","1"
"b_5344","0","PAO_5344_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5344_V51_M_merged_816649","5344","1"
"a_220","0","WIL_220_V26_M","WIL","Center City Philadelphia","203406","M1_merged_815008","WIL_220_V26_M_merged_815388","220","1"
"b_418","0","AIR_418_V37_M","AIR","Center City Philadelphia","401406","M3_merged_815012","AIR_418_V37_M_merged_815968","418","1"
"b_822","0","FOX_822_V50_M","FOX","Fox Chase","004815","M2_merged_815013","FOX_822_V50_M_merged_816227","822","1"
"a_715","1","CHE_715_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_715_V37_M_merged_815029","715","1"
"b_5348","0","WTR_5348_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5348_V51_M_merged_816167","5348","1"
"b_2528","0","LAN_2528_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2528_V50_M_merged_816417","2528","1"
"a_6425","1","WAR_6425_V50_M","WAR","Center City Philadelphia","417004","M2_merged_815010","WAR_6425_V50_M_merged_815313","6425","1"
"a_1502","0","PAO_1502_V50_M","PAO","Center City Philadelphia","501006","M2_merged_815010","PAO_1502_V50_M_merged_815200","1502","1"
"a_2522","0","LAN_2522_V50_M","LAN","Doylestown","406538","M2_merged_815010","LAN_2522_V50_M_merged_815690","2522","1"
"a_830","0","FOX_830_V50_M","FOX","Fox Chase","004815","M2_merged_815010","FOX_830_V50_M_merged_815432","830","1"
"a_1514","0","PAO_1514_V50_M","PAO","Center City Philadelphia","501006","M2_merged_815010","PAO_1514_V50_M_merged_815861","1514","1"
"a_538","0","LAN_538_V26_M","LAN","Lansdale","004538","M1_merged_815008","LAN_538_V26_M_merged_815770","538","1"
"b_5336","0","PAO_5336_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5336_V51_M_merged_816225","5336","1"
"b_715","1","CHE_715_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815011","CHE_715_V26_M_merged_816256","715","1"
"a_5312","0","WTR_5312_V51_M","WTR","West Trenton","004327","M2_merged_815010","WTR_5312_V51_M_merged_815484","5312","1"
"b_2516","0","LAN_2516_V50_M","LAN","Doylestown","406538","M2_merged_815013","LAN_2516_V50_M_merged_816350","2516","1"
"a_727","1","TRE_727_V37_M","TRE","Trenton","007701","M3_merged_815009","TRE_727_V37_M_merged_815546","727","1"
"a_2305","1","NOR_2305_V50_M","NOR","Center City Philadelphia","228007","M2_merged_815010","NOR_2305_V50_M_merged_815032","2305","1"
"a_5515","1","","PAO","Center City Philadelphia","522501","M1_merged_815008","PAO_5515_V25_M","5515","1"
"b_442","0","AIR_442_V25_M","AIR","Center City Philadelphia","401406","M1_merged_815011","AIR_442_V25_M_merged_816540","442","1"
"a_578","0","LAN_578_V37_M","LAN","Lansdale","004538","M3_merged_815009","LAN_578_V37_M_merged_815471","578","1"
"a_735","1","CHE_735_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_735_V37_M_merged_815801","735","1"
"b_9443","1","AIR_9443_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9443_V50_M_merged_816424","9443","1"
"a_9316","0","MED_9316_V52_M","MED","Center City Philadelphia","301007","M2_merged_815010","MED_9316_V52_M_merged_815540","9316","1"
"b_2323","1","MED_2323_V50_M","MED","Elwyn","007301","M2_merged_815013","MED_2323_V50_M_merged_816574","2323","1"
"b_413","1","WAR_413_V25_M","WAR","Center City Philadelphia","417007","M1_merged_815011","WAR_413_V25_M_merged_815984","413","1"
"b_3204","0","MED_3204_V50_M","MED","Center City Philadelphia","301406","M2_merged_815013","MED_3204_V50_M_merged_815992","3204","1"
"b_469","1","AIR_469_V37_M","AIR","Airport Terminal E F","007401","M3_merged_815012","AIR_469_V37_M_merged_816190","469","1"
"b_410","0","WAR_410_V25_M","WAR","Warminster","406417","M1_merged_815011","WAR_410_V25_M_merged_816508","410","1"
"a_734","0","CHE_734_V37_M","CHE","Chestnut Hill East","004720","M3_merged_815009","CHE_734_V37_M_merged_815320","734","1"
"b_403","1","AIR_403_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_403_V25_M_merged_816568","403","1"
"a_9399","1","MED_9399_V25_M","MED","Media/Elwyn","007301","M1_merged_815008","MED_9399_V25_M_merged_815151","9399","1"
"b_523","1","","PAO","Malvern","007505","M3_merged_815012","PAO_523_V37_M","523","1"
"a_5328","0","PAO_5328_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815010","PAO_5328_V51_M_merged_815707","5328","1"
"a_4360","0","AIR_4360_V27_M","AIR","Center City Philadelphia","401406","M1_merged_815008","AIR_4360_V27_M_merged_815361","4360","1"
"b_5320","0","WTR_5320_V51_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5320_V51_M_merged_815993","5320","1"
"b_9736","0","TRE_9736_V51_M","TRE","Center City Philadelphia","701007","M2_merged_815013","TRE_9736_V51_M_merged_816243","9736","1"
"a_711","1","TRE_711_V26_M","TRE","Trenton","007701","M1_merged_815008","TRE_711_V26_M_merged_815615","711","1"
"b_9419","1","AIR_9419_V50_M","AIR","Airport","007401","M2_merged_815013","AIR_9419_V50_M_merged_816327","9419","1"
"b_445","1","WAR_445_V50_M","WAR","Center City Philadelphia","417007","M2_merged_815013","WAR_445_V50_M_merged_816686","445","1"
"b_5316","0","PAO_5316_V51_M","PAO","Center City Philadelphia","505004","M2_merged_815013","PAO_5316_V51_M_merged_816270","5316","1"
"a_706","0","TRE_706_V37_M","TRE","Center City Philadelphia","701004","M3_merged_815009","TRE_706_V37_M_merged_815553","706","1"
"b_5300","0","WTR_5300_V50_M","WTR","West Trenton","004327","M2_merged_815013","WTR_5300_V50_M_merged_816144","5300","1"
"b_706","0","CHE_706_V51_M","CHE","Chestnut Hill East","004720","M2_merged_815013","CHE_706_V51_M_merged_816214","706","1"
"b_5217","1","LAN_5217_V51_M","LAN","Center City Philadelphia","538007","M2_merged_815013","LAN_5217_V51_M_merged_815966","5217","1"
"b_724","0","TRE_724_V51_M","TRE","Center City Philadelphia","701004","M2_merged_815013","TRE_724_V51_M_merged_816703","724","1"
"b_6218","0","NOR_6218_V52_M","NOR","Norristown","004228","M2_merged_815013","NOR_6218_V52_M_merged_816503","6218","1"
"b_3425","1","WTR_3425_V37_M","WTR","Center City Philadelphia","327007","M3_merged_815012","WTR_3425_V37_M_merged_816187","3425","1"
"b_8377","1","MED_8377_V37_M","MED","Elwyn","007301","M3_merged_815012","MED_8377_V37_M_merged_815897","8377","1"
"a_530","0","LAN_530_V37_M","LAN","Lansdale","004538","M3_merged_815009","LAN_530_V37_M_merged_815463","530","1"
"a_6216","0","NOR_6216_V52_M","NOR","Norristown","004228","M2_merged_815010","NOR_6216_V52_M_merged_815280","6216","1"
"b_437","1","AIR_437_V25_M","AIR","Airport Terminal E F","007401","M1_merged_815011","AIR_437_V25_M_merged_816278","437","1"
"a_727","1","CHE_727_V37_M","CHE","Center City Philadelphia","720007","M3_merged_815009","CHE_727_V37_M_merged_815619","727","1"
"a_727","1","CHE_727_V26_M","CHE","Center City Philadelphia","720007","M1_merged_815008","CHE_727_V26_M_merged_815827","727","1"
"a_3228","0","MED_3228_V50_M","MED","Center City Philadelphia","301406","M2_merged_815010","MED_3228_V50_M_merged_815261","3228","1"
"b_722","0","TRE_722_V26_M","TRE","Center City Philadelphia","701004","M1_merged_815011","TRE_722_V26_M_merged_816089","722","1"
"b_4700","0","CHE_4700_V50_M","CHE","Chestnut Hill East","406720","M2_merged_815013","CHE_4700_V50_M_merged_816109","4700","1"
