from_stop_id,to_stop_id,transfer_type,from_trip_id,to_trip_id
90005,90005,4,WTR3819_20260621_SID189779_SID189779,CHW3819_20260621_SID189779_SID189779
90005,90005,4,WTR3823_20260621_SID186629,CHW3823_20260621_SID186629
90005,90005,4,WTR3823_20260621_SID189779_SID189779,CHW3823_20260621_SID189779_SID189779
90005,90005,4,WTR3827_20260621_SID186629,CHW3827_20260621_SID186629
90005,90005,4,WTR3827_20260621_SID189779_SID189779,CHW3827_20260621_SID189779_SID189779
90005,90005,4,WTR3831_20260621_SID186629,CHW3831_20260621_SID186629
90005,90005,4,WTR3831_20260621_SID189779_SID189779,CHW3831_20260621_SID189779_SID189779
90005,90005,4,WTR3835_20260621_SID186629,CHW3835_20260621_SID186629
90005,90005,4,WTR3835_20260621_SID189779_SID189779,CHW3835_20260621_SID189779_SID189779
90005,90005,4,WTR3839_20260621_SID186629,CHW3839_20260621_SID186629
90005,90005,4,WTR3839_20260621_SID189779_SID189779,CHW3839_20260621_SID189779_SID189779
90005,90005,4,WAR401_20260622_SID186626,AIR401_20260622_SID186626
90005,90005,4,WAR401_20260622_SID189324_SID189324,AIR401_20260622_SID189324_SID189324
90005,90005,4,WAR403_20260622_SID186626,AIR403_20260622_SID186626
90005,90005,4,WAR403_20260622_SID189324_SID189324,AIR403_20260622_SID189324_SID189324
90005,90005,4,AIR404_20260622_SID186626,WAR404_20260622_SID186626
90005,90005,4,AIR404_20260622_SID189324_SID189324,WAR404_20260622_SID189324_SID189324
90005,90005,4,WAR405_20260622_SID186626,AIR405_20260622_SID186626
90005,90005,4,WAR405_20260622_SID189324_SID189324,AIR405_20260622_SID189324_SID189324
90005,90005,4,WAR407_20260622_SID186626,AIR407_20260622_SID186626
90005,90005,4,WAR407_20260622_SID189324_SID189324,AIR407_20260622_SID189324_SID189324
90005,90005,4,AIR408_20260622_SID186626,WAR408_20260622_SID186626
90005,90005,4,AIR408_20260622_SID189324_SID189324,WAR408_20260622_SID189324_SID189324
90005,90005,4,WAR409_20260622_SID186626,AIR409_20260622_SID186626
90005,90005,4,WAR409_20260622_SID189324_SID189324,AIR409_20260622_SID189324_SID189324
90005,90005,4,AIR412_20260622_SID186626,WAR412_20260622_SID186626
90005,90005,4,AIR412_20260622_SID189324_SID189324,WAR412_20260622_SID189324_SID189324
90005,90005,4,WAR413_20260622_SID186626,AIR413_20260622_SID186626
90005,90005,4,WAR413_20260622_SID189324_SID189324,AIR413_20260622_SID189324_SID189324
90005,90005,4,AIR416_20260622_SID186626,WAR416_20260622_SID186626
90005,90005,4,AIR416_20260622_SID189324_SID189324,WAR416_20260622_SID189324_SID189324
